,Item ID,Title,Price,Condition,Description,Number_of_pictures,Delivery,Shipping,Distance,Ship_Location,Ship_Price,Location,City,State,Time
81,681164910,Samsung Galaxy S8 UNLOCKED !!,335.0,New (never used),"Brand new , Unlocked for any carrier , only used for 3 weeks always had a case , super clean, will come with otterbox case and charger Will meet at any cell phone store of your choosing -JerryiPhone 6s 7 8 9 x Max xr galaxy Samsung at&t att cricket Verizon T-Mobile metro pcs sprint ps4 Xbox lg s8 s9 s10 plus",2,Local pickup (20 miles away),No shipping INFO!,20.0,,,"Chula Vista, CA",Chula Vista, CA,6 months 
82,676821551,Galaxy s8 64 GB,330.0,Used (normal wear),Selling unlocked Samsung Galaxy s8 64 GB Black in really good condition with clean IMEI that can be used with any carrier in the US or anywhere else in the world. cricket at&t T-Mobile metro pcs verizonWill Only meet in person No trades Cash only Hablo español,2,Local pickup (21 miles away),No shipping INFO!,21.0,,,"Escondido, CA",Escondido, CA,6 months 
83,672679565,Samsung galaxy s8,400.0,Used (normal wear),"Perfect condition, no damage 64G Unblocked Best offer ",4,Local pickup (20 miles away),No shipping INFO!,20.0,,,"Imperial Beach, CA",Imperial Beach, CA,6 months 
84,668743159,Samsung Galaxy S8+ (Sprint) but is Unlocked,400.0,Used (normal wear),Samsung Galaxy S8+ was bought from Sprint and has been unlocked. Phone is in great shape never fell or has had a cracked screen. Currently has a film screen protector on but will include a glass protector.  I also am including an extended charging cord (nylon) with a rapid charger head. There is also a case (Spigen) that has a kickstand but is slim overall.  Low offers will be ignored. Must see. ,5,Local pickup (26 miles away),Ships for $7.49,26.0,,7.49,"San Diego, CA",San Diego, CA,7 months 
85,661323516,Galaxy s8,400.0,Open box (never used),Never used Samsung galaxy s8 still with both back and front protectors and earphones and cables all unused ,3,Local pickup (20 miles away),No shipping INFO!,20.0,,,"Carlsbad, CA",Carlsbad, CA,7 months 
86,653004787,Samsung Galaxy S8,300.0,Used (normal wear),"Samsung Galaxy S8, Comes with box, charger, and black case. Works great! Has a small crack on the right bottom but doesn't affect phone at all. The phone is from T-Mobile. Make a good offer!",5,Local pickup (25 miles away),No shipping INFO!,25.0,,,No location INFO!,,,8 months 
87,650079020,Samsung Galaxy s8 active bundle,650.0,Used (normal wear),Samsung Galaxy s8 active bundle like new unlock so can be use on any network all you see on the picture asking $650 for everything 2 cases Samsung oculus all in original boxes phone includes everything charger earbuds never use ,6,Local pickup (26 miles away),No shipping INFO!,26.0,,,"Vista, CA",Vista, CA,8 months 
88,644640829,Samsung S8+,150.0,For Parts,Samsung Galaxy S8+ Asking for $150As isBad ESN For parts only,3,Local pickup (20 miles away),No shipping INFO!,20.0,,,"Chula Vista, CA",Chula Vista, CA,8 months 
89,640919168,Samsung Galaxy S8 plus,350.0,Used (normal wear),64 gb Samsung Galaxy S8 Plus unlocked it's clean  comes with fast charger ,3,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,8 months 
90,637572557,Samsung Galaxy S8,300.0,Used (normal wear),Selling Samsung galaxy s8 for $250 or best offerHas a crack on the bottom the screen but works great!The phone is Unlocked ,8,Local pickup (17 miles away),No shipping INFO!,17.0,,,"Escondido, CA",Escondido, CA,8 months 
92,630428102,Samsung Galaxy s8 and VR Gear fully loaded and unlocked,430.0,Used (normal wear),"I'm reluctantly selling this great phone and Virtual reality head set. I upgraded my phone a few months ago but didn't want to let go of the great VR system it has. Phone is is great condition with no scratches and still has a screen protector on it. 64 GB hard drive and expandable memory slot for another terabyte if you wanted. T mobile was the carrier so it can be used on any network beside Sprint I think. (4G LTE.)Phone has fast charge 2 tech (twice the speed of a new Apple) and I have cables and cords for it. 0-80% in about 25 minPhone is water proof for 10m for 30 mins and it works. Battery is only 9 months old. T mobile shipped this to me after my other one was stolen. VR Gear Head set and remote is like new. I would take $100 off the price of you didn't want it.  Works super awesome and is why I held off on selling this phone for a while. Has a bunch of games loaded that I could let you keep. Can take pictures of a place and use the head set to let someone be standing where you were when the picture was taken. Watch Netflix (or any other video) in bed with a huge screen in front of where ever you want to rest your head.  Fantastic for long flights, though your neighbor might give you a dirty look. I say might because you won't even know they are there when you have it on. Compatible with just about every or virtual reality ready video or game. ",2,Local pickup (6 miles away),Ships for $7.49,6.0,,7.49,"San Diego, CA",San Diego, CA,9 months 
93,623955582,Unlocked Samsung galaxy s8,290.0,Reconditioned/Certified,Unlocked for all carriers 64 gb of expandable storage 290 obo,2,Local pickup (6 miles away),No shipping INFO!,6.0,,,"San Diego, CA",San Diego, CA,9 months 
94,621474699,Samsung Galaxy s8+ att unlocked 64gb,450.0,Used (normal wear),Samsung Galaxy s8+ 64gb unlocked carrier is att back glass has a crack not an issue. O.B.O.,5,Local pickup (18 miles away),No shipping INFO!,18.0,,,"Escondido, CA",Escondido, CA,9 months 
95,617471074,Open Carrier Samsung Galaxy S8,300.0,Used (normal wear),"I have had the S8 for a little under 2 years, and it’s still operates very well. It has been through some wear and tear. It has noticeable cracks and scratches on the main display, but it is still usable without getting cut. This phone is also fully wiped of my information and unlocked to any carrier, (AT&T, Verizon, Sprint, etc.)",4,Local pickup (6 miles away),Ships for $3.29,6.0,,3.29,"San Diego, CA",San Diego, CA,10 months 
96,611690893,Samsung Galaxy S8,320.0,Reconditioned/Certified,Selling my Samsung Galaxy S8 (Sprint) carrier. Has a very small crack on the top right corner other than that Excellent condition!!! Asking price $400.,3,Local pickup (7 miles away),No shipping INFO!,7.0,,,"San Diego, CA",San Diego, CA,10 months 
97,607597900,Samsung galaxy s8 CLONE!,200.0,New (never used),"This is a CLONE of the  s8. I bought it from an untrustworthy seller, looking to get some lost money back. Phone is functional. $200 obo feel free to ask questions. ",3,Local pickup (28 miles away),No shipping INFO!,28.0,,,"Oceanside, CA",Oceanside, CA,10 months 
98,602400614,Samsung Galaxy S8+ 64gb,230.0,Used (normal wear),Selling my Samsung S8+Owned less than a yearManufacture Unlocked Small crack on back top right corner Screen is in great shapeComes with box and all accessories plus case hard case. It's unlocked for any carrier,4,Local pickup (10 miles away),No shipping INFO!,10.0,,,"San Diego, CA",San Diego, CA,11 months 
99,600971751,Unlocked Samsung Galaxy S8+ black. Brand new,400.0,New (never used),"$400 obo pick up only Will include a wireless charging base, and a silicone protector case.Play UHD video on the device’s dynamic super AMOLED screen and enjoy its cool-touch back panel, which comes clad in a protective layer of corning gorilla glass 5. Built around a speedy qualcomm snapdragon 835 processor. This phone runs memory-hungry apps and makes multitasking easy.Release Date: April 2017Screen size: 6.2 inBattery life: 24 hours talk timeWeight: 6.1 ozOperating system: AndroidFeature: 4G LTE, Water Resistant, Wireless Charging",2,Local pickup (24 miles away),No shipping INFO!,24.0,,,"Oceanside, CA",Oceanside, CA,11 months 
100,582686119,Samsung Galaxy s8 T mobile device unlock for any sim cart,460.0,Used (normal wear),No description. Ask seller for more details,1,Local pickup (17 miles away),No shipping INFO!,17.0,,,"El Cajon, CA",El Cajon, CA,1 year 
101,572778370,Samsung galaxy S8,350.0,Used (normal wear),Samsung galaxy s8 64GB (T-Mobile) Serious buyers only. No trades ,3,Local pickup (18 miles away),No shipping INFO!,18.0,,,"Chula Vista, CA",Chula Vista, CA,1 year 
102,568957485,Samsung Galaxy S8,500.0,Used (normal wear),Like New. Need to be unlocked.,5,Local pickup (5 miles away),No shipping INFO!,5.0,,,"San Diego, CA",San Diego, CA,1 year 
103,563721444,Samsung Galaxy s8 64gb Black,300.0,Open box (never used),Locked to AT&T,5,Local pickup (9 miles away),No shipping INFO!,9.0,,,"San Diego, CA",San Diego, CA,1 year 
104,787203025,Tmobile sim unlocked samsung galaxy s8 64g,260.0,Used (normal wear),From tmobile factory unlocked for att tmobile metro pcs simple straight talk mint lyca ultra net10 cricket h20 aio or for international use so bring your sim card to try to try it before you buy it ,1,No delivery INFO!,"Ships from San Jose, CA for $3.29",,"San Jose, CA",3.29,"San Jose, CA",San Jose, CA,3 hours 
105,547491665,Samsung Galaxy S8 Active,500.0,New (never used),Brand new. For AT&T,2,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,1 year 
106,540786352,Sprint Samsung Galaxy S8+,380.0,Used (normal wear),Galaxy S8+ has a cracked front screen and back glass is cracked. The phone functions perfectly fine and has no issues. ,6,Local pickup (8 miles away),No shipping INFO!,8.0,,,"San Diego, CA",San Diego, CA,1 year 
107,532905261,Samsung galaxy S8,320.0,Used (normal wear),"Unlocked , damage only on rear glass , front is fine, works perfectly",4,Local pickup (16 miles away),No shipping INFO!,16.0,,,"San Diego, CA",San Diego, CA,1 year 
108,529369914,Samsung Galaxy S 8+,500.0,Used (normal wear),Samsung Galaxy s8 + its unlocked it's in mint and crispy condition  no dinks fresh screen it also still has the sticker in the back and comes with Otter box protector and the ph1s box and charger if ur interested call or text {contact info removed},5,Local pickup (16 miles away),No shipping INFO!,16.0,,,"National City, CA",National City, CA,1 year 
109,526317920,Samsung galaxy s8,280.0,Reconditioned/Certified,Works great just needs new screen Phone carrier att64gbBlack ,2,Local pickup (28 miles away),No shipping INFO!,28.0,,,"Oceanside, CA",Oceanside, CA,1 year 
110,500770087,Samsung galaxy s8 T-Mobile,400.0,New (never used),Does not come with SIM card ,2,Local pickup (12 miles away),No shipping INFO!,12.0,,,"San Diego, CA",San Diego, CA,1 year 
111,467540709,Samsung galaxy s8 plus $500,500.0,Used (normal wear),No scraches brand new coditions,4,Local pickup (13 miles away),No shipping INFO!,13.0,,,"San Diego, CA",San Diego, CA,1 year 
112,454709352,Samsung Galaxy S8+ charcoal gray,400.0,Used (normal wear),Like new only had for 3 months no scraches or dents.Firm on 400 price Only serious buyers ,3,Local pickup (14 miles away),No shipping INFO!,14.0,,,"El Cajon, CA",El Cajon, CA,1 year 
113,442543214,Samsung Galaxy S8+,500.0,Used (normal wear),"Samsung Galaxy S8+ 64GB. At&T Carrier, only used for 2months it is In very excellent condition. No scratches no dings fairly new. Factory Reset Ready To Activate. $500 OBO",5,Local pickup (19 miles away),No shipping INFO!,19.0,,,"Escondido, CA",Escondido, CA,1 year 
115,368098415,Samsung Galaxy S8 Plus Unlocked,330.0,Used (normal wear),Samsung Galaxy S8 Plus 64 Unlocked2 small cracks in each corner and hair line in$330Original company we spring but u can use it with any company.,5,Local pickup (10 miles away),No shipping INFO!,10.0,,,"San Diego, CA",San Diego, CA,2 years 
116,367867310,Samsung Galaxy S8 Plus Unlocked,360.0,Used (normal wear),Samsung Galaxy S8 Unlocked It has 2 small crack on each corner and hair line crack can’t see it when is on Is unlocked to all carriers ,5,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,2 years 
117,364572459,Samsung Galaxy s8 plus for metro pcs,530.0,Used (normal wear),10 de 10...working good...,1,Local pickup (20 miles away),No shipping INFO!,20.0,,,"Chula Vista, CA",Chula Vista, CA,2 years 
118,326690451,Samsung galaxy s8 plus,700.0,Reconditioned/Certified,No description. Ask seller for more details,1,Local pickup (16 miles away),No shipping INFO!,16.0,,,"Spring Valley, CA",Spring Valley, CA,2 years 
121,622585526,Samsung Galaxy s8,175.0,Used (normal wear),I have a Samsung Galaxy s8 the screen is perfectly fine no cracks. But the back is cracked but has a case so nothing happens to it it works perfectly fine the Crack on the back doesn't affect the phone in any way. I know what the phone is worth even in its back cracked condition. Don't try low-balling me,2,No delivery INFO!,"Ships from Sacramento, CA for $3.29",,"Sacramento, CA",3.29,"Sacramento, CA",Sacramento, CA,12 hours 
122,786492142,International Samsung Galaxy S8+ 64GB,250.0,Used (normal wear),Cracked in a few spots on front but in good condition Size: 64GBColor: Midnight BlackCarrier: Currently Straighttalk but can be switched to any carrier Asking $250 ,2,No delivery INFO!,"Ships from Cleveland, OH for $3.29",,"Cleveland, OH",3.29,"Cleveland, OH",Cleveland, OH,1 day 
123,786232898,"Samsung Galaxy S8. Verizon factory Unlocked, like new",230.0,New (never used),Payment accepted only over OfferUp. No cash no PayPal don’t waste your time. It will be shipped to you for only $3 nationwide next business day.Thanks in advance. ,2,No delivery INFO!,"Ships from Dearborn, MI for $3.29",,"Dearborn, MI",3.29,"Dearborn, MI",Dearborn, MI,1 day 
124,786173213,Samsung Galaxy S8+ Plus Unlocked for any GSM carrier,275.0,Open box (never used),"SAMSUNG GALAXY S8+ PLUS BLACK EDITION.64GB MEMORY, 4GB RAMALMOST LIKE NEW.FREE DELIVERY. CREDIT CARD ACCEPTED.FREE SHIPPING ANYWHERE IN THE US.",10,No delivery INFO!,"Ships from Miami, FL for $3.29",,"Miami, FL",3.29,"Miami, FL",Miami, FL,2 days 
126,785299507,Samsung Galaxy S8+ 64GB,249.0,Used (normal wear),"The screen is cracked in the back, but it doesn't effect the phone, put on a case and you would never know! These phones are great, you would be wise to take advantage of this really great deal today! ",6,Local pickup (88 miles away),Ships for $3.29,88.0,,3.29,"Phillips Ranch, CA",Phillips Ranch, CA,3 days 
127,784831441,Samsung Galaxy S8,300.0,Used (normal wear),"Only used it for a year, you'll notice 1-2 mild scratches on the screen but besides that it's in perfect condition. Full retail price was $800. (also comes with a case & fast charging 5 ft. charger) ",4,No delivery INFO!,"Ships from Fort McDowell, AZ for $3.29",,"Fort McDowell, AZ",3.29,"Fort McDowell, AZ",Fort McDowell, AZ,4 days 
128,784235951,Samsung Galaxy S8 Plus New,300.0,New (never used),newunlockwe a storesomo tienda,3,No delivery INFO!,"Ships from Hialeah, FL for $7.49",,"Hialeah, FL",7.49,"Hialeah, FL",Hialeah, FL,5 days 
129,784116934,Samsung Galaxy S8+,300.0,Open box (never used),"Used not refurbished but like brand new no scratches, dents, ding, come with accessories, not needed anymore we upgraded. Fully paid for and completely unlocked, can be switched to any carrie",1,No delivery INFO!,"Ships from Salt Lake City, UT for $13.99",,"Salt Lake City, UT",13.99,"Salt Lake City, UT",Salt Lake City, UT,5 days 
130,783887109,Unlock Samsung Galaxy S8 Plus,400.0,Used (normal wear),UnlockExcellent Condition Come with original box and charger ,8,No delivery INFO!,"Ships from Miami, FL for $7.49",,"Miami, FL",7.49,"Miami, FL",Miami, FL,6 days 
132,782245370,Samsung Galaxy S8,200.0,New (never used),"samsung galaxy s8works but the screen is black unlocked to any carrier if you can replace the screen, it will work okay or just use it for parts as it still operates fine 200 or best offer/open to trades",2,Local pickup (51 miles away),No shipping INFO!,51.0,,,"San Juan Capistrano, CA",San Juan Capistrano, CA,1 week 
133,779576046,"Samsung Galaxy S8 Plus 64GB like new, all original, not refurbished, no problems - Factory unlocked, works with any company - Warranty -",320.0,Used (normal wear),"Hello there :) you are buying from a serious seller, my phones are 100% original, they are not refurbished, recontructed or have any problems, from screen to battery everything is optimal.All are cellphones are Factory unlocked, you can use any carrier from the United States, Mexico or any country.I am in the San Ysidro area, please send me a inbox message for more details on this, or any of my products.Thank you.Todos nuestros celulares son liberados de fábrica.Cualquier chip del mundo puede funcionar. Ofrecemos garantía, nuestros celulares no son armados. Con nosotros no tendrás problemas con la batería, pantalla (Pantalla fantasma), sonido, etc. así que tu compra es segura.Ven para que inspecciones el equipo, me encuentro en Playas de Tijuana.Lo siento no hago cambios.Para mas información mándame un mensaje inbox.Muchas gracias.",1,Local pickup (18 miles away),No shipping INFO!,18.0,,,"Chula Vista, CA",Chula Vista, CA,1 week 
134,778566024,Samsung Galaxy S8 Used with BOOST Mobile/ Sprint / can use it with other Carrier youd have to activate it yourself with your company,160.0,Used (normal wear),Samsung Galaxy S8 Used with BOOST Mobile/ Sprint / can use it with other Carrier youd have to activate it yourself with your companySpidgen case Included Charging cord Included ,3,Local pickup (23 miles away),No shipping INFO!,23.0,,,"Escondido, CA",Escondido, CA,2 weeks 
135,776221944,Samsung galaxy s8 unlocked,249.0,Used (normal wear),"Mint condition Unlocked ( works with att, tmobile, metro, cricket, Verizon,  & overseas) Comes with charger & store warranty Please contact us if you are interested or have any questions Payless wireless 6074 el cajon Blvd ",11,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,2 weeks 
136,787284269,samsung galaxy s8 edge 64gb unlocked,250.0,Reconditioned/Certified,No description. Ask seller for more details,4,No delivery INFO!,"Ships from Miramar, FL for $7.49",,"Miramar, FL",7.49,"Miramar, FL",Miramar, FL,2 hours 
137,771713031,Samsung galaxy S8,200.0,Used (normal wear),Unlocked Galaxy S8 with cracked glass on face/back. Internals are perfect,3,Local pickup (29 miles away),No shipping INFO!,29.0,,,"Valley Center, CA",Valley Center, CA,4 weeks 
138,771004069,Samsung Galaxy S8 Plus,275.0,Used (normal wear),****REALLY GOOD DEAL****OTTER BOX INCLUDED for an extra $15 THEY’RE EXPENSIVEPRISTINE CONDITIONUNLOCKED FOR WORLDWIDE USENO SCRATCHED NOT DENTED NOT NOTHING PHONE IS IMPECABLESHIPPING AVAILABLE FOR SERIOUS BUYERS,5,Local pickup (26 miles away),Ships for $7.49,26.0,,7.49,"San Diego, CA",San Diego, CA,1 month 
139,768726949,Samsung Galaxy S8 Active 64Gb Factory Unlocked,240.0,Used (normal wear),"Good Battery Life and Clean IMEI, not reported stolen. We offer warranty on all of our phones.All of our phones are used but in great Shape! Factory unlocked which means you can put any Sim Card  with service and it will work.Comes with:House Charger Buy with confidence ",4,Local pickup (22 miles away),No shipping INFO!,22.0,,,"San Diego, CA",San Diego, CA,1 month 
140,766777531,Samsung Galaxy S8 unlocked,250.0,Used (normal wear),64gb Samsung Galaxy S8 unlockedBack of phone is cracked but does not effect function. It has a case on it to protect it.Cost $15 to fix it in the mallCash or trades for gold and silver. ,1,Local pickup (20 miles away),Ships for $3.29,20.0,,3.29,"El Cajon, CA",El Cajon, CA,1 month 
141,765140092,Samsung Galaxy S8 plus,450.0,Used (normal wear),"Samsung Galaxy S8 + 64 GB unlocked with all accessories. Price negotiable, hit me up with your offer! ",4,Local pickup (6 miles away),No shipping INFO!,6.0,,,"San Diego, CA",San Diego, CA,1 month 
142,763385117,Samsung galaxy s8 unlocked silver,299.0,Used (normal wear),"Mint Condition Works With any AT&T , Tmobile, Verizon, Cricket, Metro Network and Overseas.Comes with warranty Call us or stop by  Our store address :Payless Wireless6074 EL Cajon Blvd San Diego, CA - 92115",11,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,1 month 
143,760245538,Samsung galaxy s8,300.0,Used (normal wear),Unlocked No cracks or chips Any carrier ,1,Local pickup (15 miles away),No shipping INFO!,15.0,,,"El Cajon, CA",El Cajon, CA,1 month 
144,757482117,Samsung Galaxy Edge S8 Unlocked!!,290.0,Used (normal wear),"Unlocked Samsung S8 ready to use with any network, No scratches in Excellent conditions only used it for a few weeks!! Asking $290.00 0BO!!Vendo mi Samsung S8 libre de fábrica listo para uso. En excelentes condiciones nomas lo usé por unas semanas pido $290.00  Oh Mejor Oferta!!",4,Local pickup (10 miles away),No shipping INFO!,10.0,,,"San Diego, CA",San Diego, CA,1 month 
145,752086361,Samsung Galaxy S8+,250.0,Used (normal wear)," Galaxy S8+ in excellent condition comes with all accessories. Unlocked *Military grade case 360 turn.*Screen Protector (Tempered Glass).Value $40.*Original charger (Samsung).* Headphones. Asking price is $250. OBO Hablo Español.********************Galaxy S8+ en exelente condiciones,viene con todo los accessorios. Desbloquiado.*Protector Militario 360 grados jiratorio.*Protector de pantalla (Tempered Glass).Valor $40.*Cargador original (Samsung).*Auriculares con ajustadores.Precio $250... Ó mejor oferta.",5,Local pickup (6 miles away),No shipping INFO!,6.0,,,"San Diego, CA",San Diego, CA,2 months 
146,749897849,Samsung Galaxy S8,275.0,Used (normal wear),"The phone is in very good usable condition.  Slight nicks but cannot be seen with the phone cover that comes for free along with the phone. Also, I am giving away a screen protector for free",4,Local pickup (6 miles away),No shipping INFO!,6.0,,,"San Diego, CA",San Diego, CA,2 months 
147,748097958,Samsung Galaxy S8,320.0,Used (normal wear),Phone is in great condition. Selling because I’m going to get a different phone,4,Local pickup (4 miles away),No shipping INFO!,4.0,,,"San Diego, CA",San Diego, CA,2 months 
148,747548264,Unlocked Samsung Galaxy S8,175.0,Used (normal wear),Unlocked SAMSUNG GALAXY S8. Make me an offer. Works perfectly. Comes with a charging cord and option phone case. Has had one small crack in the corner that is not expanding - it happened about two years ago and had never changed.  $200 OBO,6,Local pickup (18 miles away),Ships for $3.29,18.0,,3.29,"Spring Valley, CA",Spring Valley, CA,2 months 
149,746747910,Samsung galaxy s8 64GB,250.0,Used (normal wear),"Samsung Galaxy S8 , Arctic Silver Perfect condition very clean Unlocked with any sim 64 GB.",8,Local pickup (22 miles away),No shipping INFO!,22.0,,,"El Cajon, CA",El Cajon, CA,2 months 
150,740885839,Samsung Galaxy S8 Edge (64 GB),280.0,Used (normal wear),Screen has a line through it. Still works ,3,Local pickup (20 miles away),No shipping INFO!,20.0,,,"El Cajon, CA",El Cajon, CA,2 months 
151,739038138,samsung galaxy s8 plus está liberado,285.0,Used (normal wear),No description. Ask seller for more details,5,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,2 months 
152,735065288,Samsung galaxy s8,290.0,Used (normal wear),No description. Ask seller for more details,2,Local pickup (23 miles away),No shipping INFO!,23.0,,,"Vista, CA",Vista, CA,3 months 
153,733128552,Samsung Galaxy s8,100.0,For Parts,"Crack from back and front . Working well , cell phone that I'm using for.daily use , want to get a new one",2,Local pickup (21 miles away),No shipping INFO!,21.0,,,"San Diego, CA",San Diego, CA,3 months 
154,732180575,Samsung galaxy s8 plus unlocked,260.0,Used (normal wear),Samsung galaxy s8 plus Unlocked for any companyJust like it's in the pictureFirm Price $260,7,Local pickup (8 miles away),No shipping INFO!,8.0,,,"San Diego, CA",San Diego, CA,3 months 
155,730499324,☎️SAMSUNG GALAXY S8 ACTIVE,370.0,Used (normal wear),GALAXY S8 ACTIVE AT&T UNLOCKED PARA TODAS LAS COMPAÑIAS 64G DE MEMORIA INTERNACOLOR DORADOMUY BUENAS CONDICIONESCON GARANTIA------------------------------------------------------------OFRESEMOS MAS SERVICIOSLIBERAMOS TODO TIPO DE CELULAR Y CUAQUIER COMPAÑIAQUITAMOS CUENTAS GOOGLE/SAMSUNG Y UNOS ICLOUDS QUITAMOS REPORTES COMO FALTA DE PAGO ROBADO O PERDIDO O FINANCIADO EN CELULARESREPARAMOS IPHONES CON LAS MEJORES PARTES TRABAJO GARANTISADO,2,Local pickup (12 miles away),No shipping INFO!,12.0,,,"San Diego, CA",San Diego, CA,3 months 
156,727064330,Samsung Galaxy s8,200.0,Used (normal wear),Working good,3,Local pickup (46 miles away),No shipping INFO!,46.0,,,"San Clemente, CA",San Clemente, CA,3 months 
157,724118080,Samsung Galaxy s8,350.0,Used (normal wear),It's in great condition  I even replaced the front screen it's freaking fast on everything apps so much space ,6,Local pickup (15 miles away),Ships for $3.29,15.0,,3.29,"National City, CA",National City, CA,3 months 
158,787071723,Samsung galaxy s8+ *unlocked*,400.0,Used (normal wear),Lightly cracked but fully functional ,2,No delivery INFO!,"Ships from Arcata, CA for $3.29",,"Arcata, CA",3.29,"Arcata, CA",Arcata, CA,8 hours 
159,717475592,Samsung galaxy s8 +,250.0,Used (normal wear),Sprint esta reportado como robado funciona todo bien si se puede desbloquear yo nomas lo uso con wifi interesados mande mp,3,Local pickup (10 miles away),No shipping INFO!,10.0,,,"San Diego, CA",San Diego, CA,4 months 
160,706823941,SAMSUNG GALAXY S8,300.0,Reconditioned/Certified,***************SEE MY PAGE**********************************SEE MY PAGE**********************************SEE MY PAGE**********************************SEE MY PAGE**********************************SEE MY PAGE**********************************SEE MY PAGE*******************,6,Local pickup (15 miles away),No shipping INFO!,15.0,,,"El Cajon, CA",El Cajon, CA,4 months 
161,676482315,"SAMSUNG GALAXY S8 ""ORCHID GRAY""",300.0,Used (normal wear),***PLEASE SEE PICS FOR DISCRIPTION******PLEASE SEE PICS FOR DISCRIPTION******PLEASE SEE PICS FOR DISCRIPTION***,8,Local pickup (16 miles away),No shipping INFO!,16.0,,,"El Cajon, CA",El Cajon, CA,4 months 
162,681164381,SAMSUNG GALAXY S8,285.0,Used (normal wear),****SEE MY PAGE********SEE MY PAGE********SEE MY PAGE****,8,Local pickup (15 miles away),No shipping INFO!,15.0,,,"El Cajon, CA",El Cajon, CA,4 months 
163,686926854,SAMSUNG GALAXY S8,295.0,Reconditioned/Certified,"    ***FOR PRICES PLEASE CLICK ON ""MR. ROBOTO"" TO SEE MY SELECTION OF.          PHONES***                      ****SEE MY PAGE****                      ****SEE MY PAGE****                      ****SEE MY PAGE*******PLEASE SEE PICS FOR DISCRIPTION******PLEASE SEE PICS FOR DISCRIPTION******PLEASE SEE PICS FOR DISCRIPTION******PLEASE SEE PICS FOR DISCRIPTION*",7,Local pickup (16 miles away),No shipping INFO!,16.0,,,"El Cajon, CA",El Cajon, CA,4 months 
164,698148194,SAMSUNG GALAXY S8,275.0,Used (normal wear),"   ***FOR PRICES PLEASE CLICK ON ""MR. ROBOTO"" TO SEE MY SELECTION OF.          PHONES***                      ****SEE MY PAGE****                      ****SEE MY PAGE****                      ****SEE MY PAGE*******PLEASE SEE PICS FOR DISCRIPTION******PLEASE SEE PICS FOR DISCRIPTION******PLEASE SEE PICS FOR DISCRIPTION******PLEASE SEE PICS FOR DISCRIPTION*",7,Local pickup (15 miles away),No shipping INFO!,15.0,,,"El Cajon, CA",El Cajon, CA,4 months 
165,699838438,SAMSUNG GALAXY S8+,250.0,Used (normal wear),*************SEE MY PAGE**************************SEE MY PAGE**************************SEE MY PAGE**************************SEE MY PAGE**************************SEE MY PAGE*************,6,Local pickup (16 miles away),No shipping INFO!,16.0,,,"El Cajon, CA",El Cajon, CA,4 months 
166,702806695,SAMSUNG GALAXY S8+,225.0,Used (normal wear),***************SEE MY PAGE**********************************SEE MY PAGE**********************************SEE MY PAGE**********************************SEE MY PAGE**********************************SEE MY PAGE**********************************SEE MY PAGE*******************,6,Local pickup (15 miles away),No shipping INFO!,15.0,,,"El Cajon, CA",El Cajon, CA,4 months 
167,702813827,Samsung Galaxy S8,300.0,Used (normal wear),No description. Ask seller for more details,1,Local pickup (3 miles away),No shipping INFO!,3.0,,,"San Diego, CA",San Diego, CA,5 months 
168,576041979,iPhone 7 32gb Sprint,200.0,Used (normal wear),Fully functional only on Sprint. Looking to trade for a Samsung galaxy s8 or plus NO LOWBALLS ,2,Local pickup (24 miles away),No shipping INFO!,24.0,,,"Vista, CA",Vista, CA,5 months 
169,696547963,Phone Samsung Galaxy S8+ Verizon,450.0,Reconditioned/Certified,"Barley used. Color orchid gray. No cracks . In great condition, does work perfectly fine. Retail price 900",6,Local pickup (49 miles away),No shipping INFO!,49.0,,,"Aguanga, CA",Aguanga, CA,5 months 
170,689334047,Samsung Galaxy S8,180.0,Used (normal wear),"Samsung Galaxy S8 normal wear everything works perfect just have the scratch on the screen, but still working perfect. ",8,Local pickup (11 miles away),Ships for $3.29,11.0,,3.29,"San Diego, CA",San Diego, CA,5 months 
171,683108270,Samsung galaxy s8,220.0,Used (normal wear),Brand new phone. 64GB. Still in original packaging. All accessories included ,2,Local pickup (5 miles away),No shipping INFO!,5.0,,,"San Diego, CA",San Diego, CA,6 months 
172,678678328,Samsung Galaxy s8 for Verizon ( not stolen),100.0,Used (normal wear),Minor cracks. Still in perfect condition besides that has a plan that has unlimited everything ... Don't know when it will expire,2,Local pickup (24 miles away),No shipping INFO!,24.0,,,"Oceanside, CA",Oceanside, CA,6 months 
173,673871086,Samsung galaxy s8 Brand New,400.0,Used (normal wear),I am selling my Samsung 8 for $400 dollars it is still brand new works perfectly fine.the phone is unlocked and is compatible with ant carrier.the phone is in perfect condition still works and it comes with the charger the lowest would be $350,2,Local pickup (12 miles away),No shipping INFO!,12.0,,,"Santee, CA",Santee, CA,6 months 
