,Item ID,Title,Price,Condition,Description,Number_of_pictures,Delivery,Shipping,Distance,Ship_Location,Ship_Price,Location,City,State,Time
13,784952226,iPhone X 64 gb,550,Used (normal wear), Brand new condition Verizon64 gb Paid off Clean IMEI,3,Local pickup (20 miles away),No shipping INFO!,20.0,,,"Chula Vista, CA",Chula Vista, CA,3 hours 
14,784943395,iPhone X 256GB,525,Used (normal wear),"Price is Firm 👈🏻👈🏻👈🏻👈🏻👈🏻 NO SHIPPINGPlease read the entire ad as most of your questions are answered below. Works for: AT&T & CricKet Networks iPhone X - 256GB - Silver ColorGood Condition. Has a screen protector installed. Everything works great. Bring your SIM card and make a test call!Reset Back to Factory Settings. There is NO iCloud lock or any activation lock. It’s fully wiped and ready for you to use the phone. Price is Firm 👈🏻👈🏻👈🏻👈🏻👈🏻I consider trades for other Apple Products (iPhone / iPad / MacBook / Watch). Tell me the model, carrier, GB, condition. I accept cracked iPhones. AND HOW MUCH YOU WANT IN TRADE FOR IT.",4,Local pickup (10 miles away),No shipping INFO!,10.0,,,"San Diego, CA",San Diego, CA,3 hours 
15,785028485,Apple iPhone X (FACTORY UNLOCKED) 256GB SPACE GRAY-Very Good Condition,460,Used (normal wear),"Product InformationThis Apple iPhone X in Space Gray has features that make it easier, quicker, and safer to use. This model comes with a next-generation Apple iOS and Hexa Core processor for quick access to applications and networks. It also features 256GB of internal storage for uninterrupted usage. The 5.8-inch screen has Super Retina HD Technology and increased contrast ratio for bold colors. Enhanced glass and shell reinforcement minimizes damage and increases dust and water resistance. Face-recognition technology means no one else can access your phone. This device has been unlocked, pre-cleaned and polished with specialized cleanser and reset to factory settings.",6,No delivery INFO!,"Ships from Houston, TX for $7.49",,"Houston, TX",7.49,"Houston, TX",Houston, TX,1 hour 
16,754605601,iPhone X 64gb space grey UNLOCKED,600,Reconditioned/Certified,"Not locked , will be formatted ready for use , UNLOCKED , front and back cameras are a bit scratched but other than that everything works for me. 64gb space grey UNLOCKED CARRIER",5,Local pickup (8 miles away),No shipping INFO!,8.0,,,"San Diego, CA",San Diego, CA,1 month 
17,784776730,iPhone X unlocked 64g screen cracked,420,Used (normal wear),Unlocked iPhone X 64 GB,3,Local pickup (15 miles away),No shipping INFO!,15.0,,,"San Diego, CA",San Diego, CA,8 hours 
18,784698182,iPhone X iCloud locked,200,For Parts,iPhone X ICloud locked clean imeiPhone is only for parts.354874091684068iCloud status clean!,2,Local pickup (14 miles away),No shipping INFO!,14.0,,,"San Diego, CA",San Diego, CA,10 hours 
19,784600952,iPhone X 256GB BRAND NEW UNLOCKED!!! OBO,750,New (never used),Brand New never been used iPhone X -256 GB -Unlocked -All accessories included -asking for $800 or best offer,3,Local pickup (7 miles away),No shipping INFO!,7.0,,,"San Diego, CA",San Diego, CA,20 hours 
20,784578713,iPhone X FOR PARTS ICLOUD LOCKED,150,Used (normal wear),Tiny crack in the back bottom right and top right iCloud locked Comes with box FOR PARTS!!! ,4,Local pickup (24 miles away),No shipping INFO!,24.0,,,"Chula Vista, CA",Chula Vista, CA,21 hours 
21,784471107,iPhone X,350,Used (normal wear),The screen it’s broke and have icloud ,2,Local pickup (26 miles away),No shipping INFO!,26.0,,,"Chula Vista, CA",Chula Vista, CA,1 day 
22,784421773,IPHONE X - GLASS SCREEN PROTECTOR 50 pieces,95,New (never used),IPHONE X GLASS SCREEN PROTECTOR50 PiecesNew !!,9,Local pickup (8 miles away),No shipping INFO!,8.0,,,"San Diego, CA",San Diego, CA,1 day 
23,611680230,XBOX ONE 1 X w/ ELITE controller,500,Used (normal wear),Looking to trade for VERIZON iPhone X***WILL NOT DROP IN PRICE - FIRM OFFER******CHECK MY OTHER LISTINGS!***This is a great deal. I’m selling my Xbox one X (the most powerful Xbox available) and the XBOX Elite controller (the best controller available) both in like new condition I am willing to trade for the larger series 4 Apple Watch or an iPhone X Needs to go!,3,Local pickup (14 miles away),No shipping INFO!,14.0,,,"San Diego, CA",San Diego, CA,10 months 
24,784983384,"iPhone X pristine condition and factory unlocked, come with a privacy protection screen. Used only 7 months , NO TRADES , ONLY serious inquires plea",425,Open box (never used),No description. Ask seller for more details,3,Local pickup (20 miles away),No shipping INFO!,20.0,,,"Chula Vista, CA",Chula Vista, CA,2 hours 
25,784972532,iPhone X unlocked all carriers 64gb great condition black color,450,Used (normal wear),$450 cash for a legit phone you know will stay clean and is unlocked imei# in ad. Leave a contact phone number or I will not respond.,4,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,2 hours 
26,784931161,"iPhone XS Max, XR, X",500,Used (normal wear),"I have two IPhone XS Max’s $600 each, One rose gold and one black both 64gigs. iPhone X and IPhone XR $500 each. XR is yellow and X is black both 64 gigs. All Verizon phones, all perfect condition no cracks or scratches. We are moving to a different phone company so we are selling the phones. ",3,Local pickup (12 miles away),No shipping INFO!,12.0,,,"San Diego, CA",San Diego, CA,4 hours 
27,777092263,iPhone X | 256GB | AT&T,520,Used (normal wear),"I upgraded to the iPhone 11 so I have no use for this!It has light wear on the sides and back glass, but other than that, the phone works PERFECT!(Charger included)",4,Local pickup (20 miles away),No shipping INFO!,20.0,,,"Chula Vista, CA",Chula Vista, CA,2 weeks 
28,784896049,IPHONE X 64GB $$ 450 FIRM $ SPRINT $,450,Used (normal wear),$450 firmFrom sprint unlocked Works perfect No charger included Great shapeScreen excellent condition ,2,Local pickup (21 miles away),No shipping INFO!,21.0,,,"Spring Valley, CA",Spring Valley, CA,5 hours 
29,784754916,* iPhone X 64GB Silver ( Like New ),625,Used (normal wear),"* iPhone X 64GB Silver ( Like New )* Comes with original box, charger* Otter Box Case included* Unlocked for all mobile carriers* Bring your own sim card & see for yourself !!",6,Local pickup (23 miles away),No shipping INFO!,23.0,,,"Vista, CA",Vista, CA,9 hours 
30,784639218,Apple IPhone 8 Plus,350,Open box (never used),Like new Rose Gold IPhone 8 Plus for T-Mobile.  NO SCRATCHES NO DAMAGES. Upgraded our phones. We have other IPhones available such as the iPhone X and XR,3,Local pickup (17 miles away),No shipping INFO!,17.0,,,"Lemon Grove, CA",Lemon Grove, CA,13 hours 
31,784590282,iPhone X 256 Unlocked,550,New (never used),Like brand new Works all carriers 256GB,2,Local pickup (21 miles away),No shipping INFO!,21.0,,,"Spring Valley, CA",Spring Valley, CA,21 hours 
32,784572243,Verizon Iphone X -64GB,450,Reconditioned/Certified,"Space gray, 64 GB iPhone X. Upgraded and no longer need this one. Great phone at a great price. Have an extra screen protector to include as well. ",5,Local pickup (21 miles away),No shipping INFO!,21.0,,,"Carlsbad, CA",Carlsbad, CA,22 hours 
33,784555433,iPhone X 10 space gray black 256 unlocked,Sold!,Used (normal wear),"iPhone X 256GB unlocked for all carriers, originally At&t. No cracks in glass on front or back. Thanks!",2,Local pickup (23 miles away),No shipping INFO!,23.0,,,"San Marcos, CA",San Marcos, CA,23 hours 
34,784448992,iPhone X 64 GB Black At&T,300,Used (normal wear),Has icloud lock and password lock but great condition ,5,Local pickup (43 miles away),No shipping INFO!,43.0,,,"San Clemente, CA",San Clemente, CA,1 day 
35,784274177,IPhone X 256,Sold!,Used (normal wear),Perfect condition. Only selling because I got a new phone! ,5,Local pickup (12 miles away),No shipping INFO!,12.0,,,"Coronado, CA",Coronado, CA,1 day 
36,784435092,Apple iphone x 64gb silver,380,Open box (never used),Open box No trades No black list Unlocked carrier All accessories are included No dents or scratches Ready to use ,4,No delivery INFO!,"Ships from New York, NY for $7.49",,"New York, NY",7.49,"New York, NY",New York, NY,2 hours 
37,784188728,iPhone X 256 GB,Sold!,Used (normal wear),No tiene ninguna raya nada esta casi Nuevo lo he usado nomas 2 meses sirve con cualquier sin card perfectas condiciones ,3,Local pickup (14 miles away),No shipping INFO!,14.0,,,"San Diego, CA",San Diego, CA,1 day 
38,784147286,iPhone X 64GB,500,New (never used),iPhone X Verizon 64GB Unlocked/ No iCloud/ comes with boxOnly minor chip on bottom phone is in great condition Clean ESM$500,5,Local pickup (14 miles away),No shipping INFO!,14.0,,,"San Diego, CA",San Diego, CA,1 day 
39,784103361,Iphone X 256gb Verizon,600,Used (normal wear),"iPhone is still in excellent condition, I recently upgraded to the XI so not much use for this one. Comes with original box & iPhone external battery pack/case. ",4,Local pickup (8 miles away),No shipping INFO!,8.0,,,"San Diego, CA",San Diego, CA,1 day 
40,784038735,PS4 pro,290,Used (normal wear),"Playstation 4 pro 1 game 1tb memory No issues Trade only for xbox one x, X please  no other versions Tags: Nintendo switch, iphone, airpods",2,Local pickup (14 miles away),No shipping INFO!,14.0,,,"San Diego, CA",San Diego, CA,1 day 
41,783962996,Iphone X at&t,400,Open box (never used),Everything works no locks its at&t not sure if it can be unlocked ,3,Local pickup (22 miles away),No shipping INFO!,22.0,,,"Chula Vista, CA",Chula Vista, CA,1 day 
42,783963474,iPhone X 64GB silver sprint,375,Used (normal wear),Works great upgrades to iPhone 11 so no need for this front screen perfect back screen cracked see pics includes original box ,3,Local pickup (20 miles away),No shipping INFO!,20.0,,,"El Cajon, CA",El Cajon, CA,2 days 
43,783935774,iPhone X 64gb - $360 OBO,Sold!,Used (normal wear),"Used only a couple months. Has a few small scratches, nothing major. See pictures. Was with Verizon, but I'm pretty sure it works with any carrier. Selling for $360 OBO!. This is the cheapest price for an iPhone X on Offer Up!  VENMO only please",5,Local pickup (19 miles away),No shipping INFO!,19.0,,,"El Cajon, CA",El Cajon, CA,2 days 
44,783842780,Broken iPhone I phone ten x 64 gb,300,Used (normal wear),Front and back glass are broken Screen still works Frame slightly bent iPhone X ,5,Local pickup (5 miles away),No shipping INFO!,5.0,,,"San Diego, CA",San Diego, CA,2 days 
45,783760842,Iphone x (black listed),350,Open box (never used),In a mint condition no scratches or cracks anywhere on the phone.,3,Local pickup (13 miles away),Ships for $3.29,13.0,,3.29,"Coronado, CA",Coronado, CA,2 days 
46,783573666,iPhone X 256gb UNLOCKED clean (price reduced),450,Used (normal wear),Selling my iPhone X 256 gb Unlocked Screen protector already included.I am the first and only owner.I have upgraded my phone and have no use for this one anymore. Everything has been restored back to normal factory settings. Very minor crack on bottom back glass but doesn’t affect the phone whatsoever and can be covered easily with phone case. Has never been in water even though it is water resistant.Serious buyers only no trades,3,Local pickup (21 miles away),No shipping INFO!,21.0,,,"Chula Vista, CA",Chula Vista, CA,2 days 
47,783481581,iPhone X 256Gb UNLOCKED,650,Used (normal wear),"iPhone X 256Gb UnlockedPerfect conditionsIt goes with 2 screen protectors, good case and all accessories.Serious buyers!",6,Local pickup (17 miles away),No shipping INFO!,17.0,,,"Santee, CA",Santee, CA,2 days 
48,785029784,iPhone X 256GB - Factory Unlocked,375,New (never used),UnlockedComes with original packagingSerious Inquires Only ,4,No delivery INFO!,"Ships from Los Angeles, CA for $7.49",,"Los Angeles, CA",7.49,"Los Angeles, CA",Los Angeles, CA,1 hour 
49,783300317,iPhone X lens system by Olloclip,89,Used (normal wear),"Accessory lenses; fisheye, super-wide and telephoto with protective iPhone case adapter. In great condition.",9,Local pickup (37 miles away),Ships for $7.49,37.0,,7.49,"Fallbrook, CA",Fallbrook, CA,3 days 
50,783222226,iPhone X (10) 64GB Unlocked,600,Open box (never used),"Selling my iPhone X in great condition- Unlocked for any mobile carrier- iCloud unlocked- 64GB / Color Silver- Come with original box, & charger- Otter Box phone case included- Bring your own sim card & see for yourself",9,Local pickup (23 miles away),No shipping INFO!,23.0,,,"Vista, CA",Vista, CA,3 days 
51,783147983,iPhone X 64 gb unlocked,520,Reconditioned/Certified,Amazing condition iPhone X in 64gb Jetblack.Unlocked and Ready to use for ANY carrier.Comes with 14 day warranty with original receipt and item must be in the same condition.,3,Local pickup (16 miles away),No shipping INFO!,16.0,,,"Poway, CA",Poway, CA,3 days 
52,782864689,"iPhone X, 64gb, ATT, great condition, charger and case",499,Used (normal wear),"Selling a great condition iPhone X. It is the space grey, 64gb model. It is an ATT phone only. Comes with a ultra thin case and charger. Price is $499 FIRM. Pick up at Liberty Station during work hours or in El Cajon on the weekends or evenings. Check my other listings too for more items.Might consider trades for apple AirPods, iPhone, iPad, Mac, MacBook, iMac, android, pixel, htc, samsung, oneplus, iphone7, Lenovo, Dell, Toshiba",3,Local pickup (25 miles away),No shipping INFO!,25.0,,,"El Cajon, CA",El Cajon, CA,4 days 
53,782815776,IPHONE X 64Gb Silver Factory Unlocked Any Carrier,580,Used (normal wear),"Good Battery Life and Clean IMEI, not reported stolen. We offer warranty on all of our phones.All of our phones are used but in great Shape! Factory unlocked which means you can put any Sim Card  with service and it will work.Comes with:House Charger Buy with confidence ",4,Local pickup (18 miles away),No shipping INFO!,18.0,,,"National City, CA",National City, CA,4 days 
54,782760691,iPhone X 256gb AT&T,435,Used (normal wear),"iPhone X Space Gray 256gb AT&T And Cricket Only Clean Imei, Icloud Unlocked ***Front & Back Camera Not Working***Everything Else Works Just Fine ",2,Local pickup (22 miles away),No shipping INFO!,22.0,,,"Chula Vista, CA",Chula Vista, CA,4 days 
55,782748492,iPhone X unlocked 256 gb,600,Used (normal wear),"It is currently at&t carrier but I’ll unlock it once you buy it , I would meet at an at&t store and get it unlock for any carrier ",2,Local pickup (20 miles away),No shipping INFO!,20.0,,,"Chula Vista, CA",Chula Vista, CA,4 days 
56,782600310,Iphone 8 (256gb) and X (256gb) great condition.,350,For Parts,Iphone 8 - $350Iphone X - $550,2,Local pickup (22 miles away),No shipping INFO!,22.0,,,"Chula Vista, CA",Chula Vista, CA,4 days 
57,782498556,iPhone X 256GB AT&T Unlocked for parts (?),350,Used (normal wear),"I bought a brand new iPhone 256gb during Christmas for $1200, receipt still in my email, and I used it for 4 months overseas. I took it into the pool for less than 5minutes under water, and I apparently fried it. The screen is just static white. It turns on, but I think it may just be for parts at this point.Since I barely used it, it's in great shape, and has everything it came with in the box. Dongle. Charger. Paperwork. Etc. ",8,Local pickup (7 miles away),Ships for $7.49,7.0,,7.49,"San Diego, CA",San Diego, CA,4 days 
58,782283560,IPHONE X 64 GB T-MOBILE FOR SALE,475,Used (normal wear),"VERY GOOD CONDITIONS, ONLY WORKS WITH T-MOBILE. ONLY CASH, NO TRADES.ONLY LOCAL",2,Local pickup (5 miles away),No shipping INFO!,5.0,,,"San Diego, CA",San Diego, CA,5 days 
59,782017845,iPhone X unlocked,520,Open box (never used),Hi I’m selling my iPhone X 64gbUnlocked for any carrierIn perfect condition no issues scratches 10/10,3,Local pickup (12 miles away),No shipping INFO!,12.0,,,"San Diego, CA",San Diego, CA,5 days 
60,782009181,iPhone XR.,Sold!,Used (normal wear),iPhone XR like new apart from the crack on the screen. 64 gigs ready to go for any carrier. Willing to trade this for a iPhone X or up. HMU for a price ,4,Local pickup (14 miles away),No shipping INFO!,14.0,,,"San Diego, CA",San Diego, CA,5 days 
61,781786284,"iPhone X, 256gb",600,Used (normal wear),"iPhone 256gb, had it on T-Mobile. Excellent condition. Original box. 2 cases and charger. ",1,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,5 days 
62,781747470,iPhone X 256GB,650,Used (normal wear),"Excellent condition includes all accessories, works with T-Mobile and can be unlocked.Any questions? Feel free to ask Condition: Like new",5,Local pickup (6 miles away),No shipping INFO!,6.0,,,"San Diego, CA",San Diego, CA,5 days 
63,781675976,iPhone XR *Unlocked*,200,Used (normal wear),iPhone XR carries 64bg. Looks brand new. Only has a crack on the screen. Willing to trade this for a IPhone X or higher. Has no sim,7,Local pickup (5 miles away),No shipping INFO!,5.0,,,"San Diego, CA",San Diego, CA,6 days 
64,781271105,iPhone X 64gb Space Grey unlocked clean IMEI,500,Used (normal wear),"Like new condition, unlocked and clean IMEI. Price is negotiable but low ball will be ignored. No trade in, cash only. Please pick it up!",2,Local pickup (9 miles away),Ships for $7.49,9.0,,7.49,"San Diego, CA",San Diego, CA,6 days 
65,784435977,Apple iphone x 256gb black,400,Open box (never used),Open box No trades No black list Unlocked carrier All accessories are included No dents or scratches Ready to use ,3,No delivery INFO!,"Ships from New York, NY for $7.49",,"New York, NY",7.49,"New York, NY",New York, NY,2 hours 
66,781124258,iPhone X 64 gb unlock 64 gb will work with ( . AT&T . verizon . Cricket . sprint . Boost Mobile . Metro by T-Mobile ) HABLO ESPAÑOL WE CA,520,Used (normal wear),. AT&T  . verizon. Cricket  . sprint . Boost Mobile . Metro by T-Mobile  ,2,Local pickup (27 miles away),No shipping INFO!,27.0,,,"Escondido, CA",Escondido, CA,1 week 
67,780612077,YABER Native 1080P Projector 6000 Lumens Upgrade Full HD Video Projector (1920 x 1080),250,New (never used),"YABER Native 1080P Projector 6000 Lumens Upgrade Full HD Video Projector (1920 x 1080), ±50° 4D Keystone Correction,LCD LED Home & Outdoor Projector Compatible with iPhone,Android,PC,TV Box,PS4",8,Local pickup (25 miles away),Ships for $10.99,25.0,,10.99,"Chula Vista, CA",Chula Vista, CA,1 week 
68,780434121,iPhone X,300,Used (normal wear),"Is unlocked and payed for complete clean. Everything works great, just has a crack on the back that’s it. 128gb",6,Local pickup (26 miles away),No shipping INFO!,26.0,,,"El Cajon, CA",El Cajon, CA,1 week 
69,780220009,MCM IPhone X Case New with Tag,100,New (never used),New with Tag,6,Local pickup (8 miles away),No shipping INFO!,8.0,,,"San Diego, CA",San Diego, CA,1 week 
70,780201100,iPhone X 256 GB Unlocked,550,Used (normal wear),No description. Ask seller for more details,2,Local pickup (19 miles away),No shipping INFO!,19.0,,,"Bonita, CA",Bonita, CA,1 week 
71,785029243,iPhone X 256GB - Unlocked (Black),375,New (never used),Factory UnlockedComes with charger and headphonesSerious Inquires Only ,2,No delivery INFO!,"Ships from Los Angeles, CA for $7.49",,"Los Angeles, CA",7.49,"Los Angeles, CA",Los Angeles, CA,1 hour 
72,779915693,Gucci Marmont matelasse leather super mini bag black,500,New (never used),"Brand new, super dainty, casual but can be worn at night. VERY small. It will fit an iPhone X and necessary items, like lipstick and compact.  Love it need a bigger size! I’ve also decided to go down on the price. It was originally $890. I have the same one in another color, and it super cute, but has NO pockets inside. It’s pretty much for show for any future Gucci purchasers. I’ll post the mauve one I decided to keep, and how small it is. Good size for someone who is petite 🥰",8,Local pickup (14 miles away),Ships for $7.49,14.0,,7.49,"San Diego, CA",San Diego, CA,1 week 
73,779825017,iPhone X 256gb unlocked,600,Used (normal wear),"Excellent condition iPhone X - 256gb space grey Unlocked- I had AT&T but works with any Included: charger, headphones, case, wireless charging dock. Reason for selling, switched carriers and got a  deal on a new one. ",4,Local pickup (44 miles away),No shipping INFO!,44.0,,,"Temecula, CA",Temecula, CA,1 week 
74,779662288,Iphone X Unlocked,650,Used (normal wear),Iphone X unlocked 256 gb it is new i buy it from apple store i have the receipt and the box and everything  the only problem is the Green line but it is easy to fix 45 dollrs cost youThank you🙏,4,Local pickup (18 miles away),No shipping INFO!,18.0,,,"El Cajon, CA",El Cajon, CA,1 week 
75,779552558,iPhone X,550,Used (normal wear),The phone has been in iPhone case with screen protector it’s whole life. Got it 6 months ago. Don’t use it anymore. Clean IMEI. 64GBGreat condition.  550$ obo T-Mobile works with metro/cricket. Can test before you buy with cash in hand.  ,1,Local pickup (15 miles away),No shipping INFO!,15.0,,,"San Diego, CA",San Diego, CA,1 week 
76,779406045,iPhone X 256 GB Black,520,Used (normal wear),In great conditionProtected with screen and camera protectorComes with additional screen protector and earphonesMeetups in Mira Mesa,2,Local pickup (9 miles away),No shipping INFO!,9.0,,,"San Diego, CA",San Diego, CA,1 week 
77,779344075,iPhone X 64gb space grey,650,Used (normal wear),iPhone X 64gb space grey Only been used for a month Excellent condition no scratches no cracks no dentsTech21 clear case  included ,2,Local pickup (19 miles away),No shipping INFO!,19.0,,,"Poway, CA",Poway, CA,1 week 
78,779087240,GoPro Hero Session,230,Used (normal wear),"The GoPro is in amazing condition. Comes with the head strap and barely used. Comes how it is pictured. Willing to trade for an iPhone X and up only, plus cash if needed.",7,Local pickup (19 miles away),Ships for $7.49,19.0,,7.49,"Spring Valley, CA",Spring Valley, CA,1 week 
79,778764069,"Iphone X (10), 64 gb + case for free",500,Used (normal wear),"In good condition, unlocked. One owner, original box. Charger, headphones, case. Capacity 64 gb. No scratches. ",11,Local pickup (10 miles away),Ships for $3.29,10.0,,3.29,"San Diego, CA",San Diego, CA,1 week 
80,778142680,IPhone 6s,80,Used (normal wear),Recently bought IPhone X so I don’t need this one any more. Unlocked to any carrier32gbGood condition screen protector is cracked but not actual screenText me with offersWill mail out.,2,Local pickup (28 miles away),Ships for $7.49,28.0,,7.49,"San Diego, CA",San Diego, CA,1 week 
81,777970618,iPhone X 64gb unlocked,400,Open box (never used),Selling my unlocked iPhone X 64gb ,3,Local pickup (18 miles away),No shipping INFO!,18.0,,,"San Diego, CA",San Diego, CA,1 week 
82,785029243,iPhone X 256GB - Unlocked (Black),375,New (never used),Factory UnlockedComes with charger and headphonesSerious Inquires Only ,2,No delivery INFO!,"Ships from Los Angeles, CA for $7.49",,"Los Angeles, CA",7.49,"Los Angeles, CA",Los Angeles, CA,1 hour 
83,777758670,iPhone X 256 GB Pristine,600,Used (normal wear),No cracks or locks make me offerT-Mobile Ty,1,Local pickup (10 miles away),No shipping INFO!,10.0,,,"San Diego, CA",San Diego, CA,1 week 
84,777474683,iPhone X 256gbs,700,Used (normal wear),Front screen cracked! Cracked a tiny one from the back but it doesn’t affect any of the phones functions. ,3,Local pickup (19 miles away),No shipping INFO!,19.0,,,"Chula Vista, CA",Chula Vista, CA,1 week 
85,777331740,iPhone X,500,Used (normal wear),iPhone X in good condition,2,Local pickup (25 miles away),No shipping INFO!,25.0,,,"Escondido, CA",Escondido, CA,2 weeks 
86,777160688,$185 iPhone X / XS Smart Battery Pack Pink Sand PLUS FREE Kate Spade case !,98,New (never used),This Apple case is brand new. Paid $185.00 for both. I’m giving the Kate Spade case and box for free. The smart battery charges the iPhone for 39 hours!!!! It’s insane. I’m so upset I can’t use it on the new iPhone. It’s literally brand new. I can only get store credit for it since it’s been 14 days. ,2,Local pickup (11 miles away),Ships for $3.29,11.0,,3.29,"San Diego, CA",San Diego, CA,2 weeks 
87,785035283,Apple iPhone X (FACTORY UNLOCKED) 256GB SPACE GRAY-Very Good Condition,460,Used (normal wear),"Product InformationThis Apple iPhone X in Space Gray has features that make it easier, quicker, and safer to use. This model comes with a next-generation Apple iOS and Hexa Core processor for quick access to applications and networks. It also features 256GB of internal storage for uninterrupted usage. The 5.8-inch screen has Super Retina HD Technology and increased contrast ratio for bold colors. Enhanced glass and shell reinforcement minimizes damage and increases dust and water resistance. Face-recognition technology means no one else can access your phone. This device has been unlocked, pre-cleaned and polished with specialized cleanser and reset to factory settings.",6,No delivery INFO!,"Ships from Houston, TX for $7.49",,"Houston, TX",7.49,"Houston, TX",Houston, TX,52 minutes 
88,777040035,iPhone X T-mobile,450,Open box (never used),iPhone  X !Carried by T-mobile & Metropcs !64gb!Clean phone no scratches nor cracks ,3,Local pickup (18 miles away),No shipping INFO!,18.0,,,"San Diego, CA",San Diego, CA,2 weeks 
89,776918324,iPhone X 256GB Priced to sell!! Verizon $390 Firm,390,Used (normal wear),No description. Ask seller for more details,2,Local pickup (18 miles away),No shipping INFO!,18.0,,,"El Cajon, CA",El Cajon, CA,2 weeks 
90,776522474,Brand new unlocked iPhone x s max 256GB,700,New (never used),Brand new.  256 GB  iphone x s max.  Never  never used.  Un locked for any carrier ,3,Local pickup (45 miles away),No shipping INFO!,45.0,,,"Temecula, CA",Temecula, CA,2 weeks 
91,776345130,Iphone X,500,Used (normal wear),No description. Ask seller for more details,3,Local pickup (14 miles away),No shipping INFO!,14.0,,,"San Diego, CA",San Diego, CA,2 weeks 
92,776050830,iPhone X 64 gb,600,Used (normal wear),"!!!NO LOW BALLERS!!! iPhone X in pristine condition, no cracks or scratches (the crack on the corner is on the tempered glass protector)Used with T-mobile before.Will include charger & headphones. ",6,Local pickup (15 miles away),No shipping INFO!,15.0,,,"San Diego, CA",San Diego, CA,2 weeks 
93,775881623,iPhone x case,300,Used (normal wear),iPhone x case lo tengo en Tijuana 300$ pesos ,4,Local pickup (17 miles away),No shipping INFO!,17.0,,,"San Diego, CA",San Diego, CA,2 weeks 
94,775647411,iPhone X,425,Used (normal wear),Works perfect upgraded to 10R T-mobile Unlocked Will not crossover to sprint Good as new lightly used 64 gb Serious buyers only no low ball offers Includes:-headphones (which are now sold separately) -Aux Adapter ,6,Local pickup (14 miles away),No shipping INFO!,14.0,,,"San Diego, CA",San Diego, CA,2 weeks 
95,775235263,iPhone X 256gb,750,Used (normal wear),"Perfect condition, unlocked, iPhone X 256gbSilver color, BOX INCLUDED, brand new cable in box (no wall plug adapter) Serious offers onlyWill meet in any San Diego area Message for any questionsThanks!",1,Local pickup (12 miles away),No shipping INFO!,12.0,,,"San Diego, CA",San Diego, CA,2 weeks 
96,775045716,iPhone X unlocked,600,Used (normal wear),Only thing wrong with it is it has a tiny crack in the camera lens it’s a 50$ fix if your inclined to do so it has no affect on camera at all and no cracks in screen also comes with two cases Otterbox Commuter and mophie charging case this is an unlocked phone so any service works with it it is 64Gb as well ask any questions I’m willing to answer and negotiate ,7,Local pickup (28 miles away),No shipping INFO!,28.0,,,"Oceanside, CA",Oceanside, CA,2 weeks 
97,774764966,iPhone x 256gb,350,Used (normal wear),No description. Ask seller for more details,2,Local pickup (15 miles away),No shipping INFO!,15.0,,,"San Diego, CA",San Diego, CA,2 weeks 
98,784435092,Apple iphone x 64gb silver,380,Open box (never used),Open box No trades No black list Unlocked carrier All accessories are included No dents or scratches Ready to use ,4,No delivery INFO!,"Ships from New York, NY for $7.49",,"New York, NY",7.49,"New York, NY",New York, NY,2 hours 
99,774495732,Apple Charging Case For IPhone X,80,Used (normal wear),Brand new only used a couple times ,5,Local pickup (22 miles away),No shipping INFO!,22.0,,,"San Marcos, CA",San Marcos, CA,2 weeks 
100,774137486,Mcm case for iPhone X,75,Used (normal wear),No description. Ask seller for more details,1,Local pickup (13 miles away),No shipping INFO!,13.0,,,"San Diego, CA",San Diego, CA,2 weeks 
101,774114262,iPhone X 256gb factory unlocked all carriers good condition,430,Used (normal wear),Brand new phone Apple replaced my phone at fashion valley mall $430 cash only must pick up leave # on message if serious,2,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,2 weeks 
102,772719263,Iphone X max 256Gb T-mobile only,700,Used (normal wear),Iphone X max 256Gb T-mobile only I just got a new phone and I don’t need this anymore It’s been used for couple months and always on a Case and screen protector. Cash only & Pick up only ,9,Local pickup (20 miles away),No shipping INFO!,20.0,,,"Chula Vista, CA",Chula Vista, CA,3 weeks 
103,772620291,iPhone X 64gb Verizon,500,Used (normal wear),Great condition. Minor crack on camera but it doesn’t affect the camera. Always in case and protected by a screen protectorWith original box but no charger,4,Local pickup (26 miles away),No shipping INFO!,26.0,,,"El Cajon, CA",El Cajon, CA,3 weeks 
104,772484812,iPhone X (AT&T) 64GB,300,Used (normal wear),Just a minor crack on screen. But everything works just fine. FIRM ON PRICE!!!,2,Local pickup (14 miles away),No shipping INFO!,14.0,,,"San Diego, CA",San Diego, CA,3 weeks 
105,772163619,iPhone X 256GB unlocked used,510,Used (normal wear),UNLOCKED! Very clean phone. Bought from Apple store. Almost like new. No crack only Minor normal mini scratches  from using phone case (normal wear) showing in the pictures. ,4,Local pickup (24 miles away),No shipping INFO!,24.0,,,"El Cajon, CA",El Cajon, CA,3 weeks 
106,771859893,I phone x 256 gb UNLOCKED,460,Used (normal wear),Iphone x in great condition dark gray256 gb...selling because i upgraded to the new one...send me an offer,4,Local pickup (29 miles away),No shipping INFO!,29.0,,,No location INFO!,,,3 weeks 
